id,user,tweets,date,location,favorites,retweets,english,polarity,Expression Label
1392744618001723394,BayarsaihanG,"Би 57К дагагчтай. Жиргэдэг, хариу бичдэг, РТ хийдэг, идэвхтэй уншигч гэж болох 11К гаран жиргээчийг эргэж дагажээ. Жиргээнд ер нь байнгын идэвхтэй 10К гаран хүн байгаа, би бараг бүгдийг нь эргэж дагадаг. Харин Д.Энхбат 212К дагагчтай, мянга ч хүрэхгүй жиргээчийг эргэж дагажээ.",2021-05-13 07:32:47,Mongolia Ulaanbaatar,12,4,"I have 57K followers. Followed by more than 11K tweets, tweets, RTs, and active readers. There are over 10K active people on Twitter, and I follow almost all of them. D.Enkhbat, on the other hand, has less than a thousand tweets with 212K followers.",0.3,neutral
1392784122456641539,face__mn,"Системийн инженер, ""Зөв хүн электорат"" эвслээс МУ-ын ерөнхийлөгчийн сонгуульд нэр дэвшигч Д.Энхбат хандивын цахим үдэшлэг хийнэ. https://t.co/0GJRYhAPxy",2021-05-13 10:09:46,,12,6,"D.Enkhbat, a system engineer and candidate for the Mongolian presidential election from the &quot;Right Man Electorate&quot; coalition, will hold an online donation party. https://t.co/0GJRYhAPxy",1.0,positive
1394309769595285509,batbaajii,@Uyanga_ts Энхбат гуай интернет оруулж ирээгүй бол бид нар интернетгүй байх байсан гэдэг ойлголтоо болихгүй бол арай л байна аа 😂,2021-05-17 15:12:08,Mongolia,12,0,"@Uyanga_ts If Enkhbat guai hadn&#39;t introduced internet, we wouldn&#39;t have internet, 😂",-1.0,negative
1392891104370982916,JavkhaaG,"Д.Энхбат нэр дэвшигчийн цахим найр сайхан боллоо: дууллаа, хуурдлаа, шүлэг уншлаа, үгээ хэллээ. Баярлалаа @Munkhsoyol_Econ @dorjkhand_t Дэмжиж, хандиваа өргөлөө. Түүнийг дэмжиж буй хүмүүс ""ХҮ хамтлаг шиг"" ХҮ намын энэ данс руу хандиваа хийгээрэй гэж уриалж байна. :-) @enkhbat https://t.co/Hrgry0HSvF",2021-05-13 17:14:52,"Ulaanbaatar, Mongolia",12,6,"D.Enkhbat&#39;s candidate&#39;s online party was great: he sang, sang, recited poems and spoke. Thank you @Munkhsoyol_Econ @dorjkhand_t for your support and donations. Proponents of her case have been working to make the actual transcript of this statement available online. :-) @enkhbat https://t.co/Hrgry0HSvF",1.0,positive
1392695636328284161,hurganbantan,"Энхбат ялбал ХҮН 24 онд илүү олон муудал авна, эрх баригч МАН луйвраараа бас л олон муудалтайгаа байхыг хичээнэ. АН л суудалгүй болтлоо доройтно.МАН, ХҮН хоёр зүүний нам, өвөр түрийний хоёр, ХҮН бол бүр увс нам. хөгжие гэвэл барууны намд эрх мэдэл өгөх хэрэгтэй.",2021-05-13 04:18:09,Ulaanbaatar ,12,7,"If Enkhbat wins, HUMAN will get more trouble in 24 years, and the ruling MPP will try to have more trouble through fraud. Only the DP will deteriorate to the point where there are no seats. The MPP and HUN are two left-wing parties, the other two are invertebrates, and HUN is a Uvs party. If we want to develop, we need to give power to the western party.",-1.0,negative
1393779820836888581,TumuruuBat,"Энэ удаагийн сонгууль харин их амар хялбар, онцлогтой болох шинжтэй шүү. 🤘🏻🤘🏻🤘🏻

Элитүүд нь Энхбат ахыгаа сонгоод, 

Эргүү дагзнууд нь Эрдэнийгээ сонгоод

Эгэл ард нь Хүрэлсүхээ сонгоод л цэгцрэх нь байна шүү дээ. 🎈 https://t.co/VRus5gxQx8",2021-05-16 04:06:19,"Inner Mongolia, People's Repub",11,11,"This election is going to be very easy and unique. 🤘🏻🤘🏻🤘🏻 The elites will choose their brother Enkhbat, the elites will choose Erdene, and the ordinary people will choose Khurelsukhe. 🎈 https://t.co/VRus5gxQx8",0.5,positive
1393207267441315842,ch_demberel,"Энхбат, Хүүк 2-ын дэмжигч нар нэг нэгийгээ элдвээр хэлээд үзээд байгаа бололтой. Ингэхэд С.Эрдэнэ гуайг дэмжигчид хаачсан юм? Хүүгээс нь өөр хүн байгаа юм уу? 😭",2021-05-14 14:11:11,"УБ, Монгол Улс",11,3,It seems that Enkhbat and Hook 2&#39;s supporters are trying to talk to each other. Where are S.Erdene&#39;s supporters? Is there anyone other than his son? 😭,-0.7,negative
1392816070063316995,obaatar4,@Batka_ ..ман хүсвэл энхбат ялна гэдэг чинь тэр сонгуулиин хар машиныг хэн хэниигээ сонгох хамаагүй ман тоог нь нааш цааш нь болгоол сууж байдаг Гэсэн үг үү,2021-05-13 12:16:43,,11,0,"@Batka_ ..If Enkhbat wants to win, does that mean that the black car of the election is sitting back and forth, no matter who chooses whom?",-1.0,negative
1393869415993729024,D_Jaraa,Одоо бол сонгуулиар элдэв балай юм хийж хар пиардаад явахгүй болсныг Ээбийг хужаа гэж хусаад унаж бсныг санаж бгаа биздээ!? Эрдэнэ ч юмуу Энхбат тийм юм хийхгүй! Харин Мангарууд бол яаж ч мангартаж мэднэ! Өөрсдөө л буруутанадаа!,2021-05-16 10:02:20,Ulaanbaatar Mongolia ,11,4,"Do you remember that during the election, you stopped doing bad things and went to the black market? Neither Erdene nor Enkhbat will do that! But the Mangars can be dazzled anyway! It&#39;s their fault!",-0.5,negative
1394313028925939715,Battogtokh8,"@batengineer @enkhbat @tvdaria @KhishigtogtohTs @elbegdorj Нисэхийн Интернэтийг Датакомтой хамтарч шинэ шатанд гаргаж блаа. Дарга нар тэр ажилд оролцоогүй, 2 байгууллагын инженерүүд шийдлээ хийсэн. Өөрөөр хэлбэл Энхбат захирал зарим 1 компаний захирал шиг шууд дарга нартай ярьж тохирдоггүй бсныг сайн санаж бн",2021-05-17 15:25:05,Mongolia,11,2,"@batengineer @enkhbat @tvdaria @KhishigtogtohTs @elbegdorj We have taken Aviation Internet to a new level with Datacom. The bosses were not involved in the work, and the engineers of the two organizations made the decision. In other words, Director Enkhbat, like the directors of some companies, does not talk directly to the directors",-0.8,negative
1395253440809340930,UvsUvsu,"Гүй ээ Энхбат гуайн ""Ам нээвэл"" , ""Амжилт"" нэвтрүүлгүүд гараад бүр хандивын цахим үдэшлэг болоод байсан биздээ.Бусад нь болохгүй юу? Тэ https://t.co/R0FYRHHGMj",2021-05-20 05:41:57,,11,7,"No, Enkhbat guai&#39;s &quot;Am neevel&quot; and &quot;Amjilt&quot; programs were released and it became an online donation party. That https://t.co/R0FYRHHGMj",0.1,neutral
1394175176342794244,Batsaihan_E,Энхбат Соросын сангийн угжны хүүхэд байж дээ 😆😆😆 https://t.co/Kt8cbi4w7W,2021-05-17 06:17:19,,11,8,Enkhbat was a child of the Soros Foundation 😆😆😆 https://t.co/Kt8cbi4w7W,-1.0,negative
1395356419369496578,bbolorerdenemn,"Ардчиллыг гоё гоё афоризм хэлээд хамгаалахгүй. Бодитой санаархалтай улстөрчтэй тулж, бохир заваан юмнаас цэмцэгнэлгүй оролцоо хийж байж хамгаална. Сүүлийн хэдэн жил ардчиллын талаар Энхбат ах гоё гоё афоризм бичиж, ажлыг нь бол өөр хүмүүс хийсэн л дээ.",2021-05-20 12:31:09,Ulaanbaatar,11,4,"Democracy is not protected by beautiful aphorisms. It is necessary to confront a real-minded politician and protect him from dirty things by participating in them. In the last few years, Brother Enkhbat has written beautiful aphorisms about democracy, and other people have done the work.",0.1,neutral
1393573119323955203,TaliinMongolHun,"@enkhorg41217149 @GGanErdene Энхбат гуайг сонгохгүй байх шалтгаан:
1. Политикал лидер биш
2. Бээжин, Москватай вайб таарахгүй 
3. Технократ улс төрч нь төрийн тэргүүн гэхээсээ, салбар хариуцан ЗГт сайд хийх нь тохиромжтой",2021-05-15 14:24:57,"Ulaanbaatar, Mongolia",11,2,@ enkhorg41217149 @GGanErdene Reasons not to elect Enkhbat: 1. Not a political leader 2. Not compatible with Beijing and Moscow 3. A technocratic politician is better to be a minister in charge of a sector than a head of state,-1.0,negative
1392754792552751107,BayarsaihanG,"ХҮН нам хүний нөөц муутай юм. Д.Энхбат шалихгүй мөртлөө маш их зантай, эгэл монголчуудын амьдралыг бүр ч мэдэхгүй нөхөр. Жиргээг нь ажиглаад байхад гадаад ном, зохиолоос их ишилсэн байдаг. Монголын амьдралд тэр бүхэн ердөө ч тохирохгүй. Ийм л нэг гадаад сэтгэхүйтэй нөхөр байгаа.",2021-05-13 08:13:13,Mongolia Ulaanbaatar,10,1,"PEOPLE have low human resources. D.Enkhbat is a very arrogant man who doesn&#39;t know the life of ordinary Mongolians. When you look at his tweets, he quotes a lot from foreign books and literature. Not everything is suitable for Mongolian life. There is such a foreign-minded man.",-0.9,negative
1392825987046416384,idevkhtei_irgen,"""Би та бүхний итгэлийг хугалахгүй гэж чадлаараа зүтгэнэ!"" Д. Энхбат #Clubhouse 

Сонгогч биднийхээ итгэл үнэмшлийг сэтгэлдээ  тээж, үнэлж, улмаар үйл хэрэгтээ хамтатгаж явах Ерөнхийлөгчтэй болох нь хэдүүлээ, ураа! 👏👏👏 https://t.co/JHDe6OrAK2",2021-05-13 12:56:07,Улаанбаатар. Монгол Улс,10,10,"&quot;I will do my best not to break your faith!&quot; D. Enkhbat #Clubhouse It&#39;s time for a voter to have a President who will take our beliefs to heart, value them, and work with them, cheers! 👏👏👏 https://t.co/JHDe6OrAK2",0.8,positive
1392840064250560514,OnoGantsog,"Энхбат гуайд хандив өгмөөр байхийн, Монгол дансанд юм байхгүй 😢",2021-05-13 13:52:03,,10,4,"I want to donate to Enkhbat guai, there is nothing in the Mongolian account 😢",-1.0,negative
1394967350739406848,Uyanga_ts,"That’s who we are. We’re hypocritics. Бүх поллоор Энхбат 8%-д ч хүрэхгүй бхад бид энд худлаа гар хангалга хийгээд ямар ч нэмэргүй. 
Тэгэхээр С.Эрдэнэ л үлдэж бна. Би С.Эрдэнэд дургуй. Ер нь дуртай хүн бхгуй. That’s obvious. Энэ бүх цаг хугацаанд би Эрдэнийг шааж л ирсэн.",2021-05-19 10:45:08,"Ulaanbaatar, Mongolia",10,10,"That&#39;s who we are. We&#39;re hypocritics. In all polls, Enkhbat is less than 8%, but we are lying here and it is useless. So only S.Erdene remains. I don&#39;t like S.Erdene. Nobody likes it. That&#39;s obvious. All this time, I&#39;ve been squeezing Erdene.",-1.0,negative
1394967038507032579,Uyanga_ts,"Энхбат гуай бол .... Yes, he’s cool. But let’s to be honest. Энхбат гуай гарахгуй. Яаж ч хүсээд, яаж ч магтаад, юугаар ч нөлөөлөөд гарахгуй. He’s not gonna win! Period... Хэдүүлээ өөрсдийгөө хуураад яахав. Прагматик байх насанд ч ирлээ. Романтик бгаад өнгөрсөн сонгуулиар яалаа?",2021-05-19 10:43:53,"Ulaanbaatar, Mongolia",10,9,"Enkhbat guai is .... Yes, he&#39;s cool. But let&#39;s be honest. Enkhbat guai will not leave. No matter how much you want it, no matter how much you praise it, no matter how much you influence it. He&#39;s not gonna win! Period ... It&#39;s okay to deceive ourselves. I&#39;m old enough to be pragmatic. What about the romantic and last election?",0.0,neutral
1394838873449013248,Mongolia_oyu,"Б.Жаргалсайхан:     
7 сарын 1 нийг зохион байгуулсан хүн нь Элбэгдорж Энхбат Батзандан Магнай нтр. Энхбат нуугдчихдаг байшт. Тэгээд Батзандан Магнай нтр лүүгээ бурууг нь чихчихсэн. 
Цагаан гартай, өөдгүй унхиагүй урвагч бялдууч, аймхайгийн туйл хүн яаж МУ-ыг төлөөлөх юм. https://t.co/H6Q8OIwueC",2021-05-19 02:14:36,mongolia,10,11,"B.Jargalsaikhan: The organizer of July 1 was Elbegdorj Enkhbat Batzandan Magnai ntr. Enkhbat hid in the house. Then Batzandan Magnai put the blame on him. How can a white-handed, unfaithful traitor and a man of extreme fear represent Mongolia? https://t.co/H6Q8OIwueC",-0.5,negative
1393030235659067396,batengineer,Энхбат vs Хүрэлсүх  https://t.co/KZ1tuxbfO9,2021-05-14 02:27:44,Mongolia,10,6,Enkhbat vs Khurelsukh https://t.co/KZ1tuxbfO9,1.0,positive
1395287355108569089,AnukaLha,"Интернэт монголд нэвтэрсэн түүх цувралын 3р хэсгээр монголд Анхны Мейлийн Хэрэглээ хэрхэн нэвтэрсэн тухай хүргэж байна ^^

#Доктор_Энхбат_гэж_хэн_бэ #Энхбат #Датаком #Интернэт_Монголд #Enkhbat #Datacom #Бидний_захиалсан_ерөнхийлөгч #Nerd_but_Cool https://t.co/2Cy1EWkZo8",2021-05-20 07:56:43,Mongolia,10,8,Part 3 of the History of the Internet in Mongolia series tells the story of how the First Mail was introduced in Mongolia ^^ #Doctor_Enkhbat_who_is_this #Enkhbat #Datacom #Internet_Mongolia #Enkhbat #Datacom #Our_prescribed_President #Nerd_but_Cool https://t.co/,-1.0,negative
1395057078922842113,Wikibilig,"7 сарын 1ний цуглаанд Энхбат очоод үг хэлчихсэн юм аа даа.
Сайн байна шд.
Очоогүй бол харин өөдгүй амьтан байх байсан.",2021-05-19 16:41:41,,10,2,"Enkhbat went to the July 1 meeting and gave a speech. That&#39;s good. If I hadn&#39;t gone, I would have been a bad animal.",0.0,neutral
1395035974955012101,ochirkhuyagm,"@Batka_ @KhulanMi У. Хүрэлсүх 50.6%
С. Эрдэнэ 30.2%
Д. Энхбат 18.4%
Хүчингүй 1.8%",2021-05-19 15:17:49,ХОЙМОРТ,10,2,@Batka_ @KhulanMi У. Touch 50.6% С. Erdene 30.2% D. Enkhbat 18.4% Invalid 1.8%,1.0,positive
1394995499728457736,myagmardorj_,"“Би Энхбатыг дэмжиж бгаа, гэхдээ Энхбат хөдөө орон нутгаас санал авахгүй ээ” ч гэх шиг. Энэ бол дэмжиж бгаа хүний үг гэж итгэхэд хэцүү. Яагаад гэвэл өөрийгөө дэмжигч гэж зарласнаа араас нь “хөдөө орон нутгаас санал авахгүй ээ” гэж хайрцаглаж, ялгаварлах нь бол дэмжлэг болохгүймл.",2021-05-19 12:36:59,Ulaanbaatar,9,2,"&quot;I support Enkhbat, but Enkhbat will not get votes from the countryside.&quot; It&#39;s hard to believe that this is the word of a supporter. This is because it is not supportive to declare oneself a supporter and then discriminate by saying “we will not get votes from the countryside”.",-1.0,negative
1392871047981010944,bilguuneebilgn,"Энхбатын толгойлж байсан Ногоон Нам нь баячуудаас 80%-ийн татвар авахыг, зээлийн хүүнд хязгаар тогтоохыг, тусгай сангууд байхыг шаардана. ХҮН яг адилхан буюу прогрессив татвар дээр нь 80% гэсэн тоо л үгүй. Чөлөөт зах зээл үгүй гэж хэлсэн Хүрэлсүхээс Энхбат ямар ялгаа байна?",2021-05-13 15:55:10,,9,5,"The Green Party, led by Enkhbat, is demanding an 80% tax on the rich, a cap on interest rates, and special funds. HUMANS are not exactly the same or 80% on progressive taxes. What is the difference between Enkhbat and Khurelsukh, who said there is no free market?",-1.0,negative
1392818457385701377,ideree10,@Batka_ Үүнээс дүгнэхэд Энхбат гуайн нэр хүнд өндөр байгаа бололтой.,2021-05-13 12:26:12,Монгол,9,0,"@Batka_ From this, it seems that Enkhbat&#39;s reputation is high.",-1.0,negative
1395345741636202504,RM_Baagii_RM,"Яаж ч бодсон Дангаасүрэнгийн Энхбат гуай л дээр. Нөгөө хоёроосоо арай нэр цэвэр. Хүүк , Эрдэнэ ван хоёрыг Ерөнхийлөгч болгочихоод юугаа бодож суух юм бэ ?",2021-05-20 11:48:43,Mongolia,9,4,"No matter what you think, Enkhbat guai from Dangaasuren is better. The name is a bit clearer than the other two. What do you think of Hook and Erdene when they become President?",0.2,neutral
1394166491667484673,TuulBS,"Би Хүрэлсүхийг дэмжээгүй, мөнгө аваагүй. Гэхдээ Энхбат... гэж эхэлсэн жиргээнүүд яасан ихиймбэ 😙 Эгдүүтэйшд.",2021-05-17 05:42:48,,9,5,I did not support Khurelsukh and did not receive any money. But what about the tweets that started with Enkhbat ... г Egduuteishd.,-0.6,negative
1394661683801382918,KhulanMi,"Буян Жагаа: Д.Энхбат 7.1-ний үймээнийг эхлүүлчихээд зугтсан. 
Сурвалжлагч: Зугтаагүй юм бишүү? 
Буян Жагаа: Өөр тэгээд хайчсын. 😹 https://t.co/6JxzwUVmtj",2021-05-18 14:30:31,Mongolia,9,6,"Buyan Jagaa: D.Enkhbat fled after starting the 7.1 riots. RC: You didn&#39;t run away, did you? Buyan Jagaa: I cut another one. 😹 https://t.co/6JxzwUVmtj",-0.2,neutral
1393045130081300482,Gluut220,Энхбат гуай хангалттай элит биш учир Батка дэмжих эсэх дээрээ эргэлзээд сүйд 😹😁😁,2021-05-14 03:26:55,,9,0,"Enkhbat guai is not elite enough, so he is not sure whether to support Batka or not д😁😁",-1.0,negative
1394151606417981444,Ganzorig1,Энхбат интернэт оруулж ирээгүй бсан бол чи энийг уншиж байхгүй чихшиг. Арай туйлшираад чаачхымаа. Зах зээл бизнесийн ойлголтгүй нөхдүүд байдымуу хайшаа юм. Мобиком орж ирээгүй бсан бол Скайтел ороод л ирэх байсышт.,2021-05-17 04:43:39,Ulaanbaatar Mongolia,9,4,"If Enkhbat hadn&#39;t brought the Internet, you wouldn&#39;t be reading this. Let&#39;s get a little polarized. The market is full of people who don&#39;t understand business. If Mobicom hadn&#39;t come in, Skytel would have come in.",-1.0,negative
1395245566813036548,elisa_elisat,"Газын зурваст болж байгаа үйл явдал, Ойрхи Дорнодын улс төрийн талаар судлаач Д.Баярхүү, @anhaa_mnjr багш, А.Энхбат багш ярилцана. Ойрхи Дорнод чиглэлийн манай дипломатч, судлаач нар. Сонирхоорой

AToday, 20 May at 7:00 PM GMT 8 on @clubhouse. Join us! https://t.co/jgkCYWa2Bc",2021-05-20 05:10:40,,9,4,"D.Bayarkhuu, a researcher on Middle East politics, @anhaa_mnjr and A.Enkhbat will talk about the events in the Gaza Strip. Our diplomats and researchers in the Middle East. Check out AToday, May 20 at 7:00 PM GMT 8 on @clubhouse. Join us! https://t.co/jgkCYWa2Bc",0.8,positive
1393194329905131522,OrgilOry,Хаха жоохон юм байж өөр хүсэх юм алга уу ? Энхбат ерөнхийлөгч гэшаажын 😅😅🤢 https://t.co/S3ZEdZo4U1,2021-05-14 13:19:47,"Chicago, IL",9,0,"Haha, is there anything else you want? Хбат https://t.co/S3ZEdZo4U1",1.0,positive
1394142829580939269,aynur_111,Энхбат байгаагүй ч хэн нэгэн интернетийг Монголд оруулж ирэх л байсан пока,2021-05-17 04:08:47,,9,1,"Even without Enkhbat, someone would have brought the Internet to Mongolia",-1.0,negative
1394139637724049413,AnukaLha,"Интернэт монголд орж ирсэн түүхийн цувралын 2.5р анги^^
Программистуудын үндсэн хобби нь код бичих гээд хэлчихэд буруудахгүй байх. Энэ хобби нь хэзээ ч өөрчлөгдөхгүй зүйл гэдэг нь баталгаатай хх😁
#Доктор_Энхбат_гэж_хэн_бэ #Энхбат #Датаком #Интернэт_Монголд #Enkhbat #Datacom https://t.co/xts4YBOJun",2021-05-17 03:56:06,Mongolia,9,6,Part 2.5 of the history series that introduced the Internet to Mongolia ^^ The main hobby of programmers is to write code. This hobby is sure to never change хх😁 #Doctor_Enkhbat_who_is_Enkh_Enkhbat,1.0,positive
1392857016696066048,Anudaria_,Нэг танил маань 6 жил хөтөлсөн 8к аккаунтаа зарж Энхбат ахын сонгуульд хандивлмаар бна гэнэ. Хүмүүст түгээж РТ хийгээд өгөөч🙏🙏,2021-05-13 14:59:25,,9,4,"An acquaintance wanted to sell his 8k account, which he had run for 6 years, and donate it to Enkhbat&#39;s election. Distribute to people and do RT🙏🙏",0.6,positive
1393815938550616069,TuulBS,"@erdenebatavia Чи бас 5 сарын 2-с хойш 7 хоног Энхбат гэж хүнийг мууллаа, дахиад 7 хоног дэмжигчдийг нь мууллаа. Энэнийхээ оронд сонгуульд дэвшүүлсэн мөрийн хөтөлбөрийг нь уншиж үзээд биелэх юм уу үгүй юм уу гээд бодлогын шүүмжлэл өрнүүлээч. 😂",2021-05-16 06:29:50,,9,1,"@erdenebatavia You also slandered a person named Enkhbat for 7 days after May 2, and slandered his supporters for another week. Instead, read the platform and criticize whether it will be implemented or not. 😂",-0.6,negative
1392759607659929600,khulan9009,"Хүрэлсүх, Эрдэнэ нарыг сайн муугаар нь ядаж гадарладаг. Хэн дэвшиж байгааг мэдэх л гэсэн үүднээс Энхбат гэж хүнийг таних гээд асуусан хөдөөнийх эсвэл хотын захынх болчлоо доо хөөрхийс. Элит хүн л Энхбатыг дэмжих юм байх. 

За уучлаарай. Ингэж хүн доромжлохгүй ээ. 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",2021-05-13 08:32:21,Mongolia,9,1,"At least I know Khurelsukh and Erdene for better or worse. It is a pity that I am from a rural or suburban area who asked to know a person named Enkhbat just to find out who is running. Only an elite will support Enkhbat. Well, I&#39;m sorry. No one is insulted like that. 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",-0.7,negative
1395324915310551042,z_erdenesaikhan,"Энхбат гуай боломжийн кандидат мөн үү гэвэл мөн. Гэхдээ юманд ээлж дараа, эрэмбэ гэж байна. Эрдэнэ саяны хэдэн жил Монгол улсад үнэхээр гавъяа байгуулсан гэдэгт би хувьдаа итгэлтэй байгаа. За хүүкийн талаар бол яриад ч хэрэггүй байх тээ.",2021-05-20 10:25:58,Mongolia,9,1,"Is Enkhbat a suitable candidate? But after things turn, there is order. I am personally convinced that Erdene has really made a difference in Mongolia over the past few years. Well, you don&#39;t need to talk about the boy.",0.1,neutral
1393585107009642506,BatmunkhIT,"Энхбат гуайг улстөрч бсныг санахгүй бна, харин сайн сошиалчин бол мөн бх",2021-05-15 15:12:35,,9,2,"I don&#39;t remember Enkhbat guai as a politician, but he is also a good socialist",1.0,positive
1393797509202337792,BatmunkhIT,Энхбат ч энэ удаад яахав. Ганбаатар гэж нөхөр урьдны сонгуульд ялсан бол яах уу 😂 бодохоор л бүүр хорхой гүйгээд бх юм.,2021-05-16 05:16:36,,9,4,What about Enkhbat this time? What if my husband Ganbaatar won the last election 😂 I thought it was a worm.,-1.0,negative
1394634415267926017,ganga_bayar,"https://t.co/b2b3rqsUdw
БНСУ-ыг зорьсон Э.Энхбат начины бие дээрдээгүй, ухаан ороогүй хэвээр байна",2021-05-18 12:42:10,,8,7,"https://t.co/b2b3rqsUdw E.Enkhbat, who went to Korea, is still not well and unconscious",-1.0,negative
1393188786712969227,AltansuhJ,@MunkhchuluunS Үгүй чи нээрээ Энхбат гуайг арай Хүрэлсүх дор гх гд бга юм биш бизМэдээжийн оюунлаг сэтгэлгээ тээ өндөр хүнийг танай дарангуйлагч булчинтай харьцуулшгүйг мэдсээр ийм юм бичихийн оронд дуугай хэвтэж бвл ядахдаа чиний оюуныг үнэлэхсн. Ингэж доошоо орж долоохоор албан тушаал авахуу?,2021-05-14 12:57:45,"Vancouver, Canada",8,0,"@MunkhchuluunS No, you really don&#39;t like Enkhbat guai, of course. How do you get down to seventh?",-1.0,negative
1394192765169270785,OtgonbayarT,"1996 онд Ардын банкинд инженерээр ажиллаж бхдаа, хажууд ажилладаг нөхдүүд Датаком руу очиж уулзаад бхаар нь дутчихгүйн тулд яг энэ арын байр руу нь очоод @Энхбат захиралтай анх уулзаж байж. Энхбат захирал инээснээ ""өнөөдөр Ардын банкныхан яасан олноороо ирж байна аа!!"" гж билээ https://t.co/uJD61kyC1k",2021-05-17 07:27:12,"Ulaanbaatar, Mongolia",8,1,"In 1996, Bhdaa, who worked as an engineer at the People&#39;s Bank, and his colleagues went to see Datacom and met with the director @Enkhbat for the first time. Director Enkhbat laughed and said, &quot;How many People&#39;s Bankers are coming today !!&quot; https://t.co/uJD61kyC1k",1.0,positive
1394897374464692224,livetvmn,Улсын начин Э.Энхбат ухаан оржээ https://t.co/UNBzemvXfd https://t.co/BqHbUj3iAn,2021-05-19 06:07:04,,8,4,E.Enkhbat regained consciousness https://t.co/UNBzemvXfd https://t.co/BqHbUj3iAn,1.0,positive
1394886098669633536,Tsogtsaikhan1,Энхбат ерөнхийлөгчийн сонгуульд ялахгүй . Вангаа шиг хэлэхэд  20к ялна! Хэн мөнгө тарааж чадах вэ? Тэр л монголд ялдаг! Гүйцээ!,2021-05-19 05:22:16,Mongolia,8,0,"Enkhbat will not win the presidential election. Like Vanga, you win 20k! Who can distribute money? He wins in Mongolia! That&#39;s it!",0.3,neutral
1392811585127817223,tuvshintugst,"Д.Энхбат гуай блокоо ч авчихгүй юм. Удахгүй санал гуйх гэж байж нээлттэй, зэмлэл магтаал хоёрыг зэрэг сонсож баймаар шдээ. Гэхдээ би зэмлэх байтугай хор хүргэлгүй блоклуулсан байдаг юмөө",2021-05-13 11:58:53,Улаанбаатар хот,8,1,D.Enkhbat will not take the block. Soon I want to ask for feedback and listen to open criticism and praise at the same time. But I blocked it without scolding or harming it,-0.2,neutral
1394884356213297152,tuvshintugst,Удаа дараа шаардсаны дагуу Д.Энхбат гуай блокоо авчээ. Уг нь бусдад гэм хийгээд байдаг хүн биш л гэж өөрийгөө бодож явдаг шдээ 😜😂,2021-05-19 05:15:20,Улаанбаатар хот,8,1,D.Enkhbat took the block as repeatedly demanded. I don&#39;t think I&#39;m a sinner гэм😂,-1.0,negative
1393568288353898507,enkhorg41217149,"@GGanErdene би ч гэсэн энхбатыг нээх дэмжээд сүйд болдоггүй.Нэг л их цэцэрхсэн, залуучуудаа элдвээр доромжилсон л хүн байдаг.Гэхдээ үүнээс өөр олигтой сонголт үнэндээ л алга байна.Аргаа бараад л энхбат гуайг дэмжиж байна.",2021-05-15 14:05:45,,8,0,@GGanErdene I don&#39;t support Enkhbat&#39;s opening either. There are people who are arrogant and insult their youth. But there is no other good choice.,-1.0,negative
1394859434275262468,Batsaihan_E,Энхбат: -Би долдугаар сарын 1-ний жагсаал дээр ерөөсөө тавхан минут л байсан 😆😆😆🤪 https://t.co/UtYyDTNLmt,2021-05-19 03:36:19,,8,7,Enkhbat: I was only five minutes at the July 1 rally 😆😆😆🤪 https://t.co/UtYyDTNLmt,1.0,positive
1394189893476175872,z_erdenesaikhan,Ха ха Энхбат гуайг Эбигийн хүн гэж хаанаас бодож олдог юм бол. https://t.co/tas8Cszr5b,2021-05-17 07:15:48,Mongolia,8,1,Ha ha Where do you think Enkhbat guai is Abi&#39;s man? https://t.co/tas8Cszr5b,0.3,neutral
1393835579817660416,Laperleperle,@margadism Энхбат өөрөөсөө илүү залуусаар чадалтай баг бүрдүүлнэ. Түүнийг тойрсон залуучууд бол шинэлэг сэтгэлгээтэй залуус байгаа.,2021-05-16 07:47:53,Mongolia,8,2,@margadism Enkhbat will form a strong team with more young people than himself. The young people around him are innovative.,1.0,positive
1394184525433827336,uuganaa0,@tvdaria @KhishigtogtohTs @elbegdorj Тийшдээ. Баярцогт мэдээлэлд ойр байснаараа ял авсан юм чинь Энхбат бас ял авах ёстой юм уу хэхэ,2021-05-17 06:54:28,Mongolia,8,5,"@tvdaria @KhishigtogtohTs @elbegdorj Over there. Bayartsogt was convicted for being close to the information, so Enkhbat should be convicted as well lol",-0.7,negative
1394640177847578625,charleyjet,@sogoomn Эрдэнэбатхааны Оюун Санжаасүрэнгйн Оюун Дангаасүрэнгын Энхбат Санжын Баяр Бундангын Болдсайхан Намсрайн Сувд.,2021-05-18 13:05:04,,8,1,@sogoomn Erdenebatkhaan Oyun Sanjaasuren Oyun Dangaasuren Enkhbat Sanjin Bayar Bundan Boldsaikhan Namsrain Suvd.,1.0,positive
1393756465937076225,sudlaachganaa,@sogoomn Одоо Д.Энхбат жиргээн дээр сууж байх зав байхгүй ээ...,2021-05-16 02:33:30,Ulaanbaatar. Mongolia,8,1,@sogoomn Now D.Enkhbat doesn&#39;t have time to sit on Twitter ...,-1.0,negative
1393238288488550410,nyambayarl,"Ёстой сонин мэдээ,
Д.Энхбат чинь ёстой тэнэгтсэн юм биш үү https://t.co/lTogbZcob8",2021-05-14 16:14:27,,8,2,"Very interesting news, isn&#39;t D.Enkhbat really stupid https://t.co/lTogbZcob8",1.0,positive
